0.5 0.0817981
0.615 0.0782876
0.73 0.0759519
0.845 0.0744043
0.96 0.0734119
1.075 0.0728311
1.19 0.0725591
1.305 0.0725333
1.42 0.0726881
1.535 0.0729987
1.65 0.073431
1.765 0.0739609
1.88 0.0745733
1.995 0.0752532
2.11 0.0759886
2.225 0.0767698
2.34 0.0775895
2.455 0.078441
2.57 0.0793196
2.685 0.0802208
2.8 0.0811415
2.915 0.0820757
3.03 0.0830239
3.145 0.0839789
3.26 0.0849393
3.375 0.085909
3.49 0.0868869
3.605 0.0878715
3.72 0.0888574
3.835 0.0898421
3.95 0.0908314
4.065 0.0918246
4.18 0.0928153
4.295 0.0938033
4.41 0.0947922
4.525 0.0957799
4.64 0.0967663
4.755 0.0977478
4.87 0.0987262
4.985 0.0997046
5.1 0.10068
5.215 0.10165
5.33 0.102616
5.445 0.103579
5.56 0.10454
5.675 0.105495
5.79 0.106446
5.905 0.107392
6.02 0.108337
6.135 0.109277
6.25 0.110212
6.365 0.111143
6.48 0.11207
6.595 0.112994
6.71 0.113914
6.825 0.114827
6.94 0.115739
7.055 0.116646
7.17 0.117549
7.285 0.118447
7.4 0.119341
7.515 0.120232
7.63 0.121118
7.745 0.122
7.86 0.122879
7.975 0.123753
8.09 0.124625
8.205 0.125491
8.32 0.126354
8.435 0.127214
8.55 0.12807
8.665 0.128921
8.78 0.129769
8.895 0.130613
9.01 0.131454
9.125 0.132291
9.24 0.133124
9.355 0.133954
9.47 0.134779
9.585 0.135602
9.7 0.136422
9.815 0.137237
9.93 0.138049
10.045 0.138857
10.16 0.139661
10.275 0.140459
10.39 0.141252
10.505 0.14204
10.62 0.142824
10.735 0.143602
10.85 0.144378
10.965 0.145149
11.08 0.145916
11.195 0.146681
11.31 0.147443
11.425 0.148202
11.54 0.148958
11.655 0.149712
11.77 0.150463
11.885 0.151214
