0.0001 0.489772
0.0020998 0.592874
0.0040996 0.671296
0.0060994 0.719506
0.0080992 0.752636
0.010099 0.777156
0.0120988 0.795933
0.0140986 0.811006
0.0160984 0.823681
0.0180982 0.834302
0.020098 0.843432
0.0220978 0.851384
0.0240976 0.858386
0.0260974 0.86464
0.0280972 0.870203
0.030097 0.875199
0.0320968 0.879728
0.0340966 0.88387
0.0360964 0.887684
0.0380962 0.89119
0.040096 0.894432
0.0420958 0.897438
0.0440956 0.900233
0.0460954 0.902843
0.0480952 0.905283
0.050095 0.907573
0.0520948 0.909724
0.0540946 0.911747
0.0560944 0.913657
0.0580942 0.915465
0.060094 0.91718
0.0620938 0.918809
0.0640936 0.920356
0.0660934 0.921828
0.0680932 0.923232
0.070093 0.924574
0.0720928 0.925856
0.0740926 0.927082
0.0760924 0.928256
0.0780922 0.929383
0.080092 0.930465
0.0820918 0.931505
0.0840916 0.932504
0.0860914 0.933465
0.0880912 0.934392
0.090091 0.935286
0.0920908 0.936148
0.0940906 0.93698
0.0960904 0.937784
0.0980902 0.938561
0.10009 0.939313
0.10209 0.940041
0.10409 0.940744
0.106089 0.941424
0.108089 0.942083
0.110089 0.942723
0.112089 0.943346
0.114089 0.943952
0.116088 0.944541
0.118088 0.945116
0.120088 0.945677
0.122088 0.946225
0.124088 0.946759
0.126087 0.947282
0.128087 0.947795
0.130087 0.948296
0.132087 0.948787
0.134087 0.94927
0.136086 0.949744
0.138086 0.950208
0.140086 0.950665
0.142086 0.951115
0.144086 0.951558
0.146085 0.951996
0.148085 0.95243
0.150085 0.952859
0.152085 0.953283
0.154085 0.953701
0.156084 0.954116
0.158084 0.954526
0.160084 0.954932
0.162084 0.955334
0.164084 0.955734
0.166083 0.956131
0.168083 0.956526
0.170083 0.956919
0.172083 0.95731
0.174083 0.9577
0.176082 0.958089
0.178082 0.958477
0.180082 0.958865
0.182082 0.959252
0.184082 0.95964
0.186081 0.960028
0.188081 0.960416
0.190081 0.960806
0.192081 0.961195
0.194081 0.961585
0.19608 0.961979
0.19808 0.962378
0.20008 0.962778
0.20208 0.963185
0.20408 0.963594
0.206079 0.964007
0.208079 0.964422
0.210079 0.964839
0.212079 0.965259
0.214079 0.96568
0.216078 0.966104
0.218078 0.96653
0.220078 0.966958
0.222078 0.967386
0.224078 0.967817
0.226077 0.968248
0.228077 0.968681
0.230077 0.969116
0.232077 0.969551
0.234077 0.969987
0.236076 0.970425
0.238076 0.970862
0.240076 0.971302
0.242076 0.971741
0.244076 0.972181
0.246075 0.972622
0.248075 0.973063
0.250075 0.973506
0.252075 0.973947
0.254075 0.974389
0.256074 0.97483
0.258074 0.975271
0.260074 0.975713
0.262074 0.976153
0.264074 0.976592
0.266073 0.977031
0.268073 0.977471
0.270073 0.977908
0.272073 0.978346
0.274073 0.978783
0.276072 0.97922
0.278072 0.979655
0.280072 0.98009
0.282072 0.980525
0.284072 0.980959
0.286071 0.981392
0.288071 0.981824
0.290071 0.982255
0.292071 0.982686
0.294071 0.983117
0.29607 0.983546
0.29807 0.983975
0.30007 0.984402
0.30207 0.984829
0.30407 0.985254
0.306069 0.985678
0.308069 0.986101
0.310069 0.986522
0.312069 0.986942
0.314069 0.987361
0.316068 0.987779
0.318068 0.988195
0.320068 0.988609
0.322068 0.989022
0.324068 0.989434
0.326067 0.989845
0.328067 0.990254
0.330067 0.990662
0.332067 0.991068
0.334067 0.991474
0.336066 0.991878
0.338066 0.99228
0.340066 0.992682
0.342066 0.993083
0.344066 0.993481
0.346065 0.993879
0.348065 0.994275
0.350065 0.99467
0.352065 0.995064
0.354065 0.995457
0.356064 0.995847
0.358064 0.996237
0.360064 0.996624
0.362064 0.997011
0.364064 0.997397
0.366063 0.99778
0.368063 0.998162
0.370063 0.998543
0.372063 0.998923
0.374063 0.999301
0.376062 0.999678
0.378062 1.00005
0.380062 1.00043
0.382062 1.0008
0.384062 1.00117
0.386061 1.00154
0.388061 1.00191
0.390061 1.00228
0.392061 1.00264
0.394061 1.00301
0.39606 1.00337
0.39806 1.00374
0.40006 1.0041
0.40206 1.00446
0.40406 1.00482
0.406059 1.00517
0.408059 1.00553
0.410059 1.00588
0.412059 1.00624
0.414059 1.00659
