0.5	0.130786
1	0.159405
1.5	0.184212
2	0.206241
2.5	0.225836
3	0.243521
3.5	0.259716
4	0.274496
4.5	0.288293
5	0.300857
5.5	0.312984
6	0.324081
6.5	0.334805
7	0.345015
7.5	0.354442
8	0.362997
8.5	0.371546
9	0.379478
9.5	0.387697
10	0.395208
