0	1	31676.497
0	2	30845.428
0	3	32676.4
1	1	85495.101
1	2	84674.462
1	3	86385.291
2	1	83406.184
2	2	82687.547
2	3	83041.132
3	1	85702.118
3	2	86804.628
3	3	86150.715
4	1	85362.686
4	2	85460.975
4	3	85875.226
5	1	86281.461
5	2	85710.636
5	3	86450.798
6	1	54011.866
6	2	55661.448
6	3	53696.977
7	1	86156.066
7	2	85421.553
7	3	86727.2
8	1	86584.215
8	2	86674.2
8	3	85792.096
9	1	85514.512
9	2	85798.285
9	3	85988.066
10	1	85034.48
10	2	85650.345
10	3	85389.27
11	1	86495.881
11	2	87010.295
11	3	85802.342
12	1	83700.452
12	2	84076.844
12	3	84011.695
13	1	53143.795
13	2	54036.168
13	3	54414.663
14	1	85156.846
14	2	84902.237
14	3	86451.151
15	1	84087.401
15	2	84824.422
15	3	84132.071
16	1	85334.996
16	2	86246.922
16	3	84662.41
17	1	76623.368
17	2	77075.096
17	3	76331.452
18	1	86451.11
18	2	86416.108
18	3	86699.85
19	1	69479.44
19	2	70368.134
19	3	67914.21
20	1	66882.795
20	2	67981.15
20	3	65014.97
21	1	57231.933
21	2	60258.388
21	3	60439.11
22	1	86390.985
22	2	86391.372
22	3	86929.87
23	1	59354.806
23	2	58785.363
23	3	59002.354
24	1	74421.5
24	2	74404.721
24	3	72859.12
25	1	46452.197
25	2	47304.152
25	3	44772.62
26	1	54437.379
26	2	52957.356
26	3	54537.7
27	1	45264.202
27	2	47283.754
27	3	42766.376
28	1	69280.534
28	2	68274.796
28	3	64117.604
29	1	78266.551
29	2	78254.125
29	3	76519.29
30	1	79298.453
30	2	79830.74
30	3	78747.783
31	1	85558.65
31	2	87003.469
31	3	83719.65
32	1	84986.247
32	2	85928.0901
32	3	85504.7
33	1	84146.767
33	2	84399.707
33	3	82198.603
34	1	81680.965
34	2	83657.48
34	3	82476.34
35	1	55463.292
35	2	57063.77
35	3	55778.146
36	1	75002.602
36	2	75180.2
36	3	74167.82
37	1	73629.079
37	2	73829.127
37	3	74158.76
38	1	78334.012
38	2	78210.576
38	3	79207.808
39	1	84786.019
39	2	85803.586
39	3	85801.295
40	1	86288.969
40	2	86710.017
40	3	85150.93
41	1	62825.191
41	2	62522.329
41	3	63554.94
42	1	85909.308
42	2	86213.741
42	3	86139.432
43	1	86149.0
43	2	85723.856
43	3	86425.62
44	1	60497.169
44	2	61963.093
44	3	60809.922
45	1	85551.039
45	2	85848.68
45	3	85134.83
46	1	85641.397
46	2	83749.364
46	3	86825.773
47	1	86211.847
47	2	86351.358
47	3	86419.45
48	1	57053.627
48	2	56778.475
48	3	56197.57
49	1	86093.036
49	2	86204.128
49	3	85752.455
50	1	86155.166
50	2	86190.792
50	3	86415.43
51	1	81610.588
51	2	81670.991
51	3	81807.402
52	1	85234.366
52	2	85948.664
52	3	83715.778
53	1	84958.263
53	2	85564.991
53	3	86005.712
54	1	86625.971
54	2	87097.708
54	3	86418.92
55	1	56322.011
55	2	56489.715
55	3	56926.736
56	1	74526.461
56	2	76179.244
56	3	74109.719
57	1	86393.75
57	2	86188.888
57	3	86448.366
58	1	85474.045
58	2	84907.398
58	3	86037.218
59	1	85464.361
59	2	85166.058
59	3	85415.464
60	1	85490.47
60	2	86351.496
60	3	86014.724
61	1	86089.739
61	2	85035.274
61	3	86417.226
62	1	58416.545
62	2	58696.186
62	3	58195.805
63	1	85400.161
63	2	86217.205
63	3	85873.745
64	1	86770.043
64	2	86316.636
64	3	86424.991
65	1	83278.165
65	2	84743.996
65	3	82441.782
66	1	86346.522
66	2	86145.296
66	3	86414.487
67	1	85782.365
67	2	86191.86
67	3	86332.091
68	1	86315.674
68	2	85078.68
68	3	86414.255
69	1	61945.905
69	2	62307.128
69	3	61669.089
70	1	85865.351
70	2	85618.319
70	3	86196.82
71	1	85725.331
71	2	86199.58
71	3	86422.252
72	1	85210.813
72	2	85290.069
72	3	86005.086
73	1	85788.87
73	2	87233.497
73	3	85114.252
74	1	85736.414
74	2	85359.131
74	3	86326.776
75	1	80670.253
75	2	81258.573
75	3	79539.156
76	1	52953.915
76	2	53817.98
76	3	52567.972
77	1	84808.074
77	2	85461.871
77	3	86328.266
78	1	86687.264
78	2	87331.362
78	3	86429.646
79	1	84400.176
79	2	85133.6
79	3	85060.29
80	1	84056.863
80	2	83069.063
80	3	83777.865
81	1	82162.503
81	2	83310.926
81	3	85982.863
82	1	85762.904
82	2	86068.101
82	3	86417.577
83	1	62582.439
83	2	63579.324
83	3	62030.851
84	1	86470.634
84	2	85833.864
84	3	86414.704
85	1	86446.773
85	2	86704.252
85	3	86418.19
86	1	81355.327
86	2	82882.098
86	3	83393.477
87	1	83624.084
87	2	84690.16
87	3	84148.555
88	1	82818.919
88	2	84346.642
88	3	81855.484
89	1	78075.719
89	2	75569.649
89	3	76245.573
90	1	55405.337
90	2	55538.464
90	3	55512.205
91	1	82635.34
91	2	83923.845
91	3	83714.209
92	1	86619.276
92	2	84681.768
92	3	86417.07
93	1	85480.015
93	2	86777.137
93	3	86399.952
94	1	83891.618
94	2	83708.737
94	3	82816.819
